id;name
oid_i;НОМЕР ИНДИВИДА В 19-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
pid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 20-го РАУНДА
pid_i;НОМЕР ИНДИВИДА В 20-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
popul;ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ
psu;Номер региона (первичная единица отбора)
qid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 21-го РАУНДА
qid_i;НОМЕР ИНДИВИДА В 21-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
region;Регион
rid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 22-го РАУНДА
rid_i;НОМЕР ИНДИВИДА В 22-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
sid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 23-го РАУНДА
sid_i;НОМЕР ИНДИВИДА В 23-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
site;НОМЕР НАСЕЛЕННОГО ПУНКТА
status;ТИП НАСЕЛЕННОГО ПУНКТА
tid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 24-го РАУНДА
tid_i;НОМЕР ИНДИВИДА В 24-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
uid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 25-го РАУНДА
uid_i;НОМЕР ИНДИВИДА В 25-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
vid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 26-го РАУНДА
vid_i;НОМЕР ИНДИВИДА В 26-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
wid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 27-го РАУНДА
wid_i;НОМЕР ИНДИВИДА В 27-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
xid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 28-го РАУНДА
xid_i;НОМЕР ИНДИВИДА В 28-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
yid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 29-го РАУНДА
yid_i;НОМЕР ИНДИВИДА В 29-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
zid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 30-го РАУНДА
zid_i;НОМЕР ИНДИВИДА В 30-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
